,OBJECTID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,MONTH
378257,378258,,2005,2005-06-14,165,,1,Lightning,,,,14.3,C,62.75,-156.50000002,14,MISSING/NOT SPECIFIED,AK,,,,6
378258,378259,,2005,2005-06-14,165,,1,Lightning,,,,1.0,B,62.75,-156.50000002,14,MISSING/NOT SPECIFIED,AK,,,,6
378259,378260,,2005,2005-06-14,165,,1,Lightning,,,,1119.0,F,62.58333,-153.90000001,14,MISSING/NOT SPECIFIED,AK,,,,6
378260,378261,,2005,2005-06-15,166,,1,Lightning,,,,10.0,C,63.46666999,-157.78330001,14,MISSING/NOT SPECIFIED,AK,,,,6
378261,378262,,2005,2005-06-15,166,,1,Lightning,,,,2.0,B,63.38334002,-156.13330002,14,MISSING/NOT SPECIFIED,AK,,,,6
378263,378264,HAMMER CREEK,2005,2005-06-15,166,,1,Lightning,,,,3209.2,F,63.51667001,-157.83329998,14,MISSING/NOT SPECIFIED,AK,,,,6
378264,378265,DRY CREEK,2005,2005-06-15,166,,1,Lightning,,,,1638.7,F,64.31667002,-147.24999998,14,MISSING/NOT SPECIFIED,AK,,,,6
378265,378266,TOKLAT,2005,2005-06-16,167,,1,Lightning,,,,1302.0,F,64.23332999,-150.04999998,14,MISSING/NOT SPECIFIED,AK,,,,6
378266,378267,,2005,2005-06-16,167,,1,Lightning,,,,0.5,B,65.94999998,-148.90000002,14,MISSING/NOT SPECIFIED,AK,,,,6
378269,378270,,2005,2005-06-17,168,,1,Lightning,,,,102.0,D,63.43332998,-154.71670001,14,MISSING/NOT SPECIFIED,AK,,,,6
378342,378343,,2005,2005-07-06,187,,1,Lightning,,,,1.0,B,62.2,-156.05000002,14,MISSING/NOT SPECIFIED,AK,,,,7
378343,378344,,2005,2005-07-06,187,,1,Lightning,,,,0.1,A,61.01666999,-149.39999999,14,MISSING/NOT SPECIFIED,AK,,,,7
378344,378345,,2005,2005-07-06,187,,1,Lightning,,,,0.5,B,61.73332997,-149.94999999,14,MISSING/NOT SPECIFIED,AK,,,,7
378345,378346,,2005,2005-07-07,188,,1,Lightning,,,,1.0,B,61.68333,-149.90000001,14,MISSING/NOT SPECIFIED,AK,,,,7
378349,378350,,2005,2005-07-08,189,,1,Lightning,,,,0.1,A,61.90000002,-151.45000001,14,MISSING/NOT SPECIFIED,AK,,,,7
378351,378352,,2005,2005-07-08,189,,1,Lightning,,,,0.1,A,61.93333001,-151.5667,14,MISSING/NOT SPECIFIED,AK,,,,7
378352,378353,,2005,2005-07-08,189,,1,Lightning,,,,0.3,B,61.93333001,-151.6333,14,MISSING/NOT SPECIFIED,AK,,,,7
378353,378354,,2005,2005-07-08,189,,1,Lightning,,,,0.1,A,61.84999999,-151.48329998,14,MISSING/NOT SPECIFIED,AK,,,,7
378355,378356,,2005,2005-07-09,190,,1,Lightning,,,,9.0,B,60.03333001,-155.06670002,14,MISSING/NOT SPECIFIED,AK,,,,7
378356,378357,,2005,2005-07-09,190,,1,Lightning,,,,0.1,A,60.01666999,-151.1167,14,MISSING/NOT SPECIFIED,AK,,,,7
378357,378358,,2005,2005-07-09,190,,1,Lightning,,,,1.0,B,61.96667001,-151.04999998,14,MISSING/NOT SPECIFIED,AK,,,,7
378358,378359,,2005,2005-07-09,190,,1,Lightning,,,,0.1,A,60.01666999,-151.2,14,MISSING/NOT SPECIFIED,AK,,,,7
378364,378365,,2005,2005-07-12,193,,1,Lightning,,,,0.1,A,61.65,-149.53330001,14,MISSING/NOT SPECIFIED,AK,,,,7
378367,378368,,2005,2005-07-13,194,,1,Lightning,,,,0.1,A,63.36665998,-142.56670002,14,MISSING/NOT SPECIFIED,AK,,,,7
378368,378369,,2005,2005-07-14,195,,1,Lightning,,,,0.2,A,61.98332998,-150.91670001,14,MISSING/NOT SPECIFIED,AK,,,,7
378372,378373,,2005,2005-07-14,195,,1,Lightning,,,,1.0,B,61.69999998,-149.70000002,14,MISSING/NOT SPECIFIED,AK,,,,7
378376,378377,,2005,2005-07-16,197,,1,Lightning,,,,50.0,C,62.14999998,-155.25000001,14,MISSING/NOT SPECIFIED,AK,,,,7
378379,378380,,2005,2005-07-18,199,,1,Lightning,,,,0.1,A,60.48333001,-150.7333,14,MISSING/NOT SPECIFIED,AK,,,,7
378390,378391,,2005,2005-07-24,205,,1,Lightning,,,,2.0,B,62.94999999,-156.68330001,14,MISSING/NOT SPECIFIED,AK,,,,7
378391,378392,,2005,2005-07-25,206,,1,Lightning,,,,95.0,C,64.16665999,-144.75000001,14,MISSING/NOT SPECIFIED,AK,,,,7
378392,378393,,2005,2005-07-26,207,,1,Lightning,,,,25.0,C,61.33332999,-156.18329999,14,MISSING/NOT SPECIFIED,AK,,,,7
378393,378394,,2005,2005-07-28,209,,1,Lightning,,,,2.2,B,63.11665997,-154.19999999,14,MISSING/NOT SPECIFIED,AK,,,,7
378394,378395,,2005,2005-07-29,210,,1,Lightning,,,,1.6,B,62.94999999,-155.76669998,14,MISSING/NOT SPECIFIED,AK,,,,7
378395,378396,,2005,2005-07-31,212,,1,Lightning,,,,6.0,B,65.1,-148.3,14,MISSING/NOT SPECIFIED,AK,,,,7
378396,378397,,2005,2005-07-31,212,,1,Lightning,,,,1.0,B,63.38334002,-155.48329998,14,MISSING/NOT SPECIFIED,AK,,,,7
378397,378398,WOLF,2005,2005-08-02,214,,1,Lightning,,,,16538.4,G,62.57167,-156.93500001,14,MISSING/NOT SPECIFIED,AK,,,,8
378398,378399,DISHNA,2005,2005-08-02,214,,1,Lightning,,,,35912.602,G,62.75999999,-157.3883,14,MISSING/NOT SPECIFIED,AK,,,,8
378399,378400,,2005,2005-08-02,214,,1,Lightning,,,,50.0,C,61.29499997,-158.99999999,14,MISSING/NOT SPECIFIED,AK,,,,8
378403,378404,CARIBOU,2005,2005-08-08,220,,1,Lightning,,,,14942.9,G,63.23332999,-156.54999999,14,MISSING/NOT SPECIFIED,AK,,,,8
378407,378408,,2005,2005-08-09,221,,1,Lightning,,,,3.0,B,64.98332998,-148.56670001,14,MISSING/NOT SPECIFIED,AK,,,,8
378408,378409,,2005,2005-08-09,221,,1,Lightning,,,,0.2,A,64.71667,-148.94999999,14,MISSING/NOT SPECIFIED,AK,,,,8
378415,378416,TOKLAT 2,2005,2005-08-12,224,,1,Lightning,,,,3466.0,F,64.23332999,-149.98330001,14,MISSING/NOT SPECIFIED,AK,,,,8
378417,378418,,2005,2005-08-13,225,,1,Lightning,,,,0.2,A,61.93333001,-151.04999998,14,MISSING/NOT SPECIFIED,AK,,,,8
378467,378468,LITTLE DELTA RIVER,2006,2006-05-15,135,,1,Lightning,,,,14200.0,G,64.11667,-146.8,14,MISSING/NOT SPECIFIED,AK,,,,5
378509,378510,DENNISON,2006,2006-06-18,169,,1,Lightning,,,,13200.0,G,63.7,-141.35,14,MISSING/NOT SPECIFIED,AK,,,,6
378515,378516,,2006,2006-07-06,187,,1,Lightning,,,,690.0,E,62.68333,-157.8333,14,MISSING/NOT SPECIFIED,AK,,,,7
378516,378517,,2006,2006-07-06,187,,1,Lightning,,,,3.0,B,61.65,-156.5,14,MISSING/NOT SPECIFIED,AK,,,,7
378517,378518,,2006,2006-07-06,187,,1,Lightning,,,,12.4,C,61.5,-156.4167,14,MISSING/NOT SPECIFIED,AK,,,,7
378518,378519,,2006,2006-07-06,187,,1,Lightning,,,,40.0,C,60.95,-154.7167,14,MISSING/NOT SPECIFIED,AK,,,,7
378521,378522,,2006,2006-07-10,191,,1,Lightning,,,,55.9,C,64.91666,-149.1833,14,MISSING/NOT SPECIFIED,AK,,,,7
378523,378524,,2006,2006-07-10,191,,1,Lightning,,,,3.0,B,62.5,-156.4833,14,MISSING/NOT SPECIFIED,AK,,,,7
378524,378525,,2006,2006-07-10,191,,1,Lightning,,,,40.0,C,62.81667,-157.3667,14,MISSING/NOT SPECIFIED,AK,,,,7
378525,378526,,2006,2006-07-11,192,,1,Lightning,,,,10.0,C,62.66667,-157.35,14,MISSING/NOT SPECIFIED,AK,,,,7
378526,378527,,2006,2006-07-11,192,,1,Lightning,,,,0.2,A,63.16667,-157.15,14,MISSING/NOT SPECIFIED,AK,,,,7
378527,378528,,2006,2006-07-11,192,,1,Lightning,,,,0.3,B,63.11666,-157.3,14,MISSING/NOT SPECIFIED,AK,,,,7
378528,378529,FAIRPLAY,2006,2006-07-11,192,,1,Lightning,,,,2095.0,F,63.7,-142.2667,14,MISSING/NOT SPECIFIED,AK,,,,7
378529,378530,,2006,2006-07-12,193,,1,Lightning,,,,80.0,C,63.01667,-156.9833,14,MISSING/NOT SPECIFIED,AK,,,,7
378535,378536,,2006,2006-07-18,199,,1,Lightning,,,,290.0,D,63.4,-142.2,14,MISSING/NOT SPECIFIED,AK,,,,7
378536,378537,,2006,2006-07-18,199,,1,Lightning,,,,321.5,E,63.58333,-142.7667,14,MISSING/NOT SPECIFIED,AK,,,,7
378544,378545,,2006,2006-07-28,209,,1,Lightning,,,,0.1,A,64.78333,-148.5333,14,MISSING/NOT SPECIFIED,AK,,,,7
378550,378551,TEKLANIKA,2006,2006-07-05,186,,1,Lightning,,,,144.0,D,64.36667,-149.4333,14,MISSING/NOT SPECIFIED,AK,,,,7
378553,378554,,2006,2006-09-03,246,,1,Lightning,,,,0.1,A,59.85,-151.7,14,MISSING/NOT SPECIFIED,AK,,,,9
378613,378614,,2007,2007-05-18,138,,1,Lightning,,,,0.1,A,63.88334,-148.7,14,MISSING/NOT SPECIFIED,AK,,,,5
378663,378664,,2007,2007-06-16,167,,1,Lightning,,,,0.2,A,61.71667,-148.8333,14,MISSING/NOT SPECIFIED,AK,,,,6
378667,378668,,2007,2007-06-19,170,,1,Lightning,,,,0.1,A,65.06667,-148.3167,14,MISSING/NOT SPECIFIED,AK,,,,6
378668,378669,,2007,2007-06-19,170,,1,Lightning,,,,0.1,A,65.06667,-148.2667,14,MISSING/NOT SPECIFIED,AK,,,,6
378671,378672,,2007,2007-06-19,170,,1,Lightning,,,,0.1,A,61.68333,-149.3833,14,MISSING/NOT SPECIFIED,AK,,,,6
378672,378673,,2007,2007-06-20,171,,1,Lightning,,,,0.1,A,61.88334,-150.3333,14,MISSING/NOT SPECIFIED,AK,,,,6
378675,378676,,2007,2007-06-20,171,,1,Lightning,,,,0.1,A,62.16667,-149.7667,14,MISSING/NOT SPECIFIED,AK,,,,6
378676,378677,,2007,2007-06-20,171,,1,Lightning,,,,0.1,A,61.95,-149.8167,14,MISSING/NOT SPECIFIED,AK,,,,6
378677,378678,,2007,2007-06-20,171,,1,Lightning,,,,0.1,A,62.25,-150.0833,14,MISSING/NOT SPECIFIED,AK,,,,6
378679,378680,,2007,2007-06-21,172,,1,Lightning,,,,0.1,A,61.88334,-150.2167,14,MISSING/NOT SPECIFIED,AK,,,,6
378689,378690,,2007,2007-06-30,181,,1,Lightning,,,,0.1,A,65.06667,-147.3167,14,MISSING/NOT SPECIFIED,AK,,,,6
378691,378692,,2007,2007-06-30,181,,1,Lightning,,,,0.1,A,65.05,-148.0,14,MISSING/NOT SPECIFIED,AK,,,,6
378692,378693,,2007,2007-06-30,181,,1,Lightning,,,,0.1,A,65.06667,-147.9833,14,MISSING/NOT SPECIFIED,AK,,,,6
378693,378694,,2007,2007-06-30,181,,1,Lightning,,,,0.1,A,65.05,-148.3667,14,MISSING/NOT SPECIFIED,AK,,,,6
378694,378695,,2007,2007-06-30,181,,1,Lightning,,,,0.1,A,64.95,-148.3,14,MISSING/NOT SPECIFIED,AK,,,,6
378695,378696,,2007,2007-07-01,182,,1,Lightning,,,,0.1,A,65.05,-148.0167,14,MISSING/NOT SPECIFIED,AK,,,,7
378697,378698,,2007,2007-07-05,186,,1,Lightning,,,,0.1,A,65.01667,-147.6333,14,MISSING/NOT SPECIFIED,AK,,,,7
378698,378699,,2007,2007-07-13,194,,1,Lightning,,,,0.1,A,63.56667,-151.7,14,MISSING/NOT SPECIFIED,AK,,,,7
378702,378703,,2007,2007-07-29,210,,1,Lightning,,,,0.1,A,61.65,-149.8,14,MISSING/NOT SPECIFIED,AK,,,,7
378709,378710,,2007,2007-07-07,188,,1,Lightning,,,,0.2,A,63.76667,-149.5,14,MISSING/NOT SPECIFIED,AK,,,,7
378755,378756,,2007,2007-06-17,168,,1,Lightning,,,,8.0,B,64.08334,-144.9833,14,MISSING/NOT SPECIFIED,AK,,,,6
378756,378757,,2007,2007-06-18,169,,1,Lightning,,,,3.0,B,64.26667,-145.8667,14,MISSING/NOT SPECIFIED,AK,,,,6
378757,378758,,2007,2007-06-20,171,,1,Lightning,,,,0.5,B,62.25,-149.8333,14,MISSING/NOT SPECIFIED,AK,,,,6
378758,378759,,2007,2007-06-20,171,,1,Lightning,,,,2.0,B,61.95,-149.8,14,MISSING/NOT SPECIFIED,AK,,,,6
378759,378760,,2007,2007-06-21,172,,1,Lightning,,,,0.3,B,62.66667,-150.1833,14,MISSING/NOT SPECIFIED,AK,,,,6
378760,378761,,2007,2007-06-21,172,,1,Lightning,,,,0.6,B,62.63334,-150.2,14,MISSING/NOT SPECIFIED,AK,,,,6
378761,378762,,2007,2007-06-21,172,,1,Lightning,,,,0.5,B,61.9,-150.2,14,MISSING/NOT SPECIFIED,AK,,,,6
378762,378763,,2007,2007-06-21,172,,1,Lightning,,,,1.1,B,61.7,-151.3833,14,MISSING/NOT SPECIFIED,AK,,,,6
378763,378764,,2007,2007-06-21,172,,1,Lightning,,,,0.5,B,64.2,-146.0667,14,MISSING/NOT SPECIFIED,AK,,,,6
378764,378765,,2007,2007-06-22,173,,1,Lightning,,,,0.3,B,62.95,-141.2167,14,MISSING/NOT SPECIFIED,AK,,,,6
378765,378766,,2007,2007-06-25,176,,1,Lightning,,,,4.7,B,64.36667,-145.2667,14,MISSING/NOT SPECIFIED,AK,,,,6
378766,378767,,2007,2007-06-26,177,,1,Lightning,,,,0.5,B,64.68333,-145.7833,14,MISSING/NOT SPECIFIED,AK,,,,6
378770,378771,,2007,2007-06-28,179,,1,Lightning,,,,0.5,B,62.95,-141.1667,14,MISSING/NOT SPECIFIED,AK,,,,6
378771,378772,,2007,2007-06-30,181,,1,Lightning,,,,1.5,B,64.98333,-147.6833,14,MISSING/NOT SPECIFIED,AK,,,,6
378772,378773,,2007,2007-06-30,181,,1,Lightning,,,,1.0,B,64.9,-146.8,14,MISSING/NOT SPECIFIED,AK,,,,6
378773,378774,,2007,2007-07-03,184,,1,Lightning,,,,1.0,B,62.46667,-146.5833,14,MISSING/NOT SPECIFIED,AK,,,,7
378774,378775,,2007,2007-07-04,185,,1,Lightning,,,,0.3,B,63.28333,-154.7,14,MISSING/NOT SPECIFIED,AK,,,,7
378775,378776,,2007,2007-07-09,190,,1,Lightning,,,,0.3,B,65.08334,-148.25,14,MISSING/NOT SPECIFIED,AK,,,,7
378779,378780,,2007,2007-07-29,210,,1,Lightning,,,,1.0,B,63.33333,-142.0833,14,MISSING/NOT SPECIFIED,AK,,,,7
378782,378783,,2007,2007-05-04,124,,1,Lightning,,,,84.2,C,63.26667,-155.0,14,MISSING/NOT SPECIFIED,AK,,,,5
378785,378786,,2007,2007-05-26,146,,1,Lightning,,,,10.0,C,62.83333,-157.3667,14,MISSING/NOT SPECIFIED,AK,,,,5
378786,378787,,2007,2007-06-03,154,,1,Lightning,,,,30.0,C,64.68333,-146.15,14,MISSING/NOT SPECIFIED,AK,,,,6
378788,378789,,2007,2007-06-19,170,,1,Lightning,,,,33.0,C,64.78333,-149.35,14,MISSING/NOT SPECIFIED,AK,,,,6
378789,378790,YENTNA RIVER,2007,2007-06-20,171,,1,Lightning,,,,68.0,C,61.9,-150.9,14,MISSING/NOT SPECIFIED,AK,,,,6
378790,378791,,2007,2007-07-04,185,,1,Lightning,,,,10.0,C,62.93333,-153.7833,14,MISSING/NOT SPECIFIED,AK,,,,7
378791,378792,TEKLANIKA,2007,2007-07-04,185,,1,Lightning,,,,45.0,C,64.35,-149.5667,14,MISSING/NOT SPECIFIED,AK,,,,7
378792,378793,,2007,2007-07-14,195,,1,Lightning,,,,30.0,C,68.91666,-162.5,14,MISSING/NOT SPECIFIED,AK,,,,7
378794,378795,FRANKLIN,2007,2007-07-04,185,,1,Lightning,,,,183.0,D,62.61666,-158.1833,14,MISSING/NOT SPECIFIED,AK,,,,7
378796,378797,,2007,2007-07-03,184,,1,Lightning,,,,666.90002,E,62.78333,-154.75,14,MISSING/NOT SPECIFIED,AK,,,,7
378797,378798,,2007,2007-06-29,180,,1,Lightning,,,,1500.0,F,64.43333,-150.1333,14,MISSING/NOT SPECIFIED,AK,,,,6
378799,378800,SU RIVER,2007,2007-06-20,171,,1,Lightning,,,,8494.0,G,61.9,-150.0833,14,MISSING/NOT SPECIFIED,AK,,,,6
378878,378879,,2000,2000-06-19,171,,1,Lightning,,,,0.2,A,61.53495,-149.9631,14,MISSING/NOT SPECIFIED,AK,,,,6
379019,379020,,2000,2000-06-09,161,,1,Lightning,,,,5.0,B,63.04286,-141.6918,14,MISSING/NOT SPECIFIED,AK,,,,6
379021,379022,,2000,2000-06-12,164,,1,Lightning,,,,2.0,B,65.01035,-147.0396,14,MISSING/NOT SPECIFIED,AK,,,,6
379022,379023,,2000,2000-06-13,165,,1,Lightning,,,,30.0,C,64.90349,-150.2389,14,MISSING/NOT SPECIFIED,AK,,,,6
379024,379025,,2000,2000-06-19,171,,1,Lightning,,,,0.3,B,64.93333,-147.1619,14,MISSING/NOT SPECIFIED,AK,,,,6
379026,379027,,2000,2000-06-22,174,,1,Lightning,,,,10.0,C,64.80291,-148.7504,14,MISSING/NOT SPECIFIED,AK,,,,6
379027,379028,CLEAR,2000,2000-06-24,176,,1,Lightning,,,,2777.0,F,64.29057,-149.4913,14,MISSING/NOT SPECIFIED,AK,,,,6
379028,379029,TANGO CREEK,2000,2000-06-25,177,,1,Lightning,,,,28906.4,G,63.82944,-156.0,14,MISSING/NOT SPECIFIED,AK,,,,6
379029,379030,,2000,2000-06-25,177,,1,Lightning,,,,0.1,A,64.26426,-149.5094,14,MISSING/NOT SPECIFIED,AK,,,,6
379031,379032,,2000,2000-06-28,180,,1,Lightning,,,,20.0,C,61.08178,-157.0549,14,MISSING/NOT SPECIFIED,AK,,,,6
379094,379095,,2001,2001-06-18,169,,1,Lightning,,,,0.2,A,62.30592,-150.0768,14,MISSING/NOT SPECIFIED,AK,,,,6
379149,379150,,2001,2001-06-18,169,,1,Lightning,,,,0.2,A,60.95983,-155.1152,14,MISSING/NOT SPECIFIED,AK,,,,6
379150,379151,,2001,2001-06-21,172,,1,Lightning,,,,100.0,D,60.75388,-155.1479,14,MISSING/NOT SPECIFIED,AK,,,,6
379202,379203,,2001,2001-07-22,203,,1,Lightning,,,,5.0,B,64.07771,-147.5459,14,MISSING/NOT SPECIFIED,AK,,,,7
379210,379211,,2001,2001-06-06,157,,1,Lightning,,,,0.5,B,64.32495,-145.7217,14,MISSING/NOT SPECIFIED,AK,,,,6
379215,379216,,2001,2001-06-28,179,,1,Lightning,,,,0.2,A,63.88729,-144.3114,14,MISSING/NOT SPECIFIED,AK,,,,6
379250,379251,,2001,2001-05-31,151,,1,Lightning,,,,0.1,A,60.91616,-151.8629,14,MISSING/NOT SPECIFIED,AK,,,,5
379257,379258,,2001,2001-06-05,156,,1,Lightning,,,,5.0,B,61.79681,-158.3329,14,MISSING/NOT SPECIFIED,AK,,,,6
379258,379259,,2001,2001-06-06,157,,1,Lightning,,,,20.0,C,63.89838,-149.3819,14,MISSING/NOT SPECIFIED,AK,,,,6
379265,379266,,2001,2001-06-20,171,,1,Lightning,,,,8.0,B,61.94389,-150.2979,14,MISSING/NOT SPECIFIED,AK,,,,6
379269,379270,,2001,2001-06-25,176,,1,Lightning,,,,6.0,B,61.88346,-149.7505,14,MISSING/NOT SPECIFIED,AK,,,,6
379274,379275,,2001,2001-06-28,179,,1,Lightning,,,,1.5,B,63.91367,-144.3136,14,MISSING/NOT SPECIFIED,AK,,,,6
379532,379533,,1996,1996-08-23,236,,1,Lightning,,,,0.1,A,60.5451,-150.9235,14,MISSING/NOT SPECIFIED,AK,,,,8
379534,379535,,1996,1996-06-14,166,,1,Lightning,,,,0.1,A,61.63173,-155.0499,14,MISSING/NOT SPECIFIED,AK,,,,6
379535,379536,,1996,1996-06-14,166,,1,Lightning,,,,0.1,A,59.17889,-156.4794,14,MISSING/NOT SPECIFIED,AK,,,,6
379536,379537,,1996,1996-06-15,167,,1,Lightning,,,,15.0,C,61.69681,-154.9776,14,MISSING/NOT SPECIFIED,AK,,,,6
379537,379538,,1996,1996-07-03,185,,1,Lightning,,,,2.5,B,63.32984,-155.1949,14,MISSING/NOT SPECIFIED,AK,,,,7
379595,379596,,1996,1996-05-14,135,,1,Lightning,,,,2.0,B,64.61959,-145.9805,14,MISSING/NOT SPECIFIED,AK,,,,5
379662,379663,,1996,1996-06-22,174,,1,Lightning,,,,0.5,B,64.95986,-146.4092,14,MISSING/NOT SPECIFIED,AK,,,,6
379663,379664,,1996,1996-06-22,174,,1,Lightning,,,,0.2,A,65.26839,-146.7513,14,MISSING/NOT SPECIFIED,AK,,,,6
379665,379666,,1996,1996-06-24,176,,1,Lightning,,,,0.3,B,64.41064,-148.2626,14,MISSING/NOT SPECIFIED,AK,,,,6
379674,379675,,1996,1996-07-06,188,,1,Lightning,,,,1.0,B,64.39178,-148.6443,14,MISSING/NOT SPECIFIED,AK,,,,7
379675,379676,,1996,1996-07-07,189,,1,Lightning,,,,0.3,B,64.38038,-148.6686,14,MISSING/NOT SPECIFIED,AK,,,,7
379676,379677,,1996,1996-07-07,189,,1,Lightning,,,,0.2,A,64.35488,-148.7339,14,MISSING/NOT SPECIFIED,AK,,,,7
379677,379678,,1996,1996-07-08,190,,1,Lightning,,,,0.1,A,64.92442,-148.4309,14,MISSING/NOT SPECIFIED,AK,,,,7
379679,379680,,1996,1996-07-22,204,,1,Lightning,,,,0.2,A,64.2001,-149.4811,14,MISSING/NOT SPECIFIED,AK,,,,7
379700,379701,,1996,1996-06-18,170,,1,Lightning,,,,1.0,B,64.02088,-144.1465,14,MISSING/NOT SPECIFIED,AK,,,,6
379701,379702,,1996,1996-06-21,173,,1,Lightning,,,,0.5,B,63.77324,-144.2534,14,MISSING/NOT SPECIFIED,AK,,,,6
379714,379715,,1996,1996-07-04,186,,1,Lightning,,,,3.0,B,63.64515,-142.7144,14,MISSING/NOT SPECIFIED,AK,,,,7
379715,379716,,1996,1996-07-07,189,,1,Lightning,,,,0.2,A,62.66832,-141.0418,14,MISSING/NOT SPECIFIED,AK,,,,7
379716,379717,,1996,1996-07-07,189,,1,Lightning,,,,7.0,B,63.60086,-141.6006,14,MISSING/NOT SPECIFIED,AK,,,,7
379791,379792,,1996,1996-06-14,166,,1,Lightning,,,,1.4,B,59.09001,-157.8943,14,MISSING/NOT SPECIFIED,AK,,,,6
379792,379793,,1996,1996-06-15,167,,1,Lightning,,,,3.0,B,64.81709,-149.4416,14,MISSING/NOT SPECIFIED,AK,,,,6
379793,379794,,1996,1996-06-16,168,,1,Lightning,,,,15.0,C,64.15894,-147.0831,14,MISSING/NOT SPECIFIED,AK,,,,6
379795,379796,,1996,1996-06-18,170,,1,Lightning,,,,80.0,C,62.8638,-144.7547,14,MISSING/NOT SPECIFIED,AK,,,,6
379796,379797,,1996,1996-06-20,172,,1,Lightning,,,,35.0,C,62.7648,-145.0445,14,MISSING/NOT SPECIFIED,AK,,,,6
379798,379799,,1996,1996-06-22,174,,1,Lightning,,,,0.1,A,62.23362,-149.6722,14,MISSING/NOT SPECIFIED,AK,,,,6
379799,379800,,1996,1996-06-22,174,,1,Lightning,,,,1.2,B,61.77237,-150.4452,14,MISSING/NOT SPECIFIED,AK,,,,6
379800,379801,,1996,1996-06-22,174,,1,Lightning,,,,0.8,B,61.83592,-150.6018,14,MISSING/NOT SPECIFIED,AK,,,,6
379802,379803,,1996,1996-06-24,176,,1,Lightning,,,,2.5,B,64.02361,-144.2094,14,MISSING/NOT SPECIFIED,AK,,,,6
379804,379805,,1996,1996-07-04,186,,1,Lightning,,,,60.0,C,64.18999,-149.4749,14,MISSING/NOT SPECIFIED,AK,,,,7
379805,379806,,1996,1996-07-04,186,,1,Lightning,,,,0.1,A,64.39278,-148.7119,14,MISSING/NOT SPECIFIED,AK,,,,7
379806,379807,,1996,1996-07-04,186,,1,Lightning,,,,0.3,B,64.36452,-148.2591,14,MISSING/NOT SPECIFIED,AK,,,,7
379807,379808,,1996,1996-07-04,186,,1,Lightning,,,,0.3,B,64.20998,-149.3836,14,MISSING/NOT SPECIFIED,AK,,,,7
379808,379809,,1996,1996-07-04,186,,1,Lightning,,,,0.3,B,64.39219,-148.6496,14,MISSING/NOT SPECIFIED,AK,,,,7
379809,379810,,1996,1996-07-06,188,,1,Lightning,,,,0.1,A,64.17884,-149.3939,14,MISSING/NOT SPECIFIED,AK,,,,7
379810,379811,,1996,1996-07-06,188,,1,Lightning,,,,88.0,C,64.52392,-150.137,14,MISSING/NOT SPECIFIED,AK,,,,7
379811,379812,,1996,1996-07-08,190,,1,Lightning,,,,10.0,C,65.19418,-147.4035,14,MISSING/NOT SPECIFIED,AK,,,,7
379812,379813,,1996,1996-07-08,190,,1,Lightning,,,,0.1,A,64.74289,-148.7532,14,MISSING/NOT SPECIFIED,AK,,,,7
379813,379814,,1996,1996-07-08,190,,1,Lightning,,,,1.0,B,64.31134,-147.7857,14,MISSING/NOT SPECIFIED,AK,,,,7
379814,379815,,1996,1996-07-08,190,,1,Lightning,,,,30.0,C,63.307,-155.5507,14,MISSING/NOT SPECIFIED,AK,,,,7
379900,379901,,1997,1997-06-22,173,,1,Lightning,,,,0.1,A,62.15709,-149.7447,14,MISSING/NOT SPECIFIED,AK,,,,6
379906,379907,,1997,1997-06-25,176,,1,Lightning,,,,0.7,B,61.80867,-150.106,14,MISSING/NOT SPECIFIED,AK,,,,6
379923,379924,,1997,1997-07-20,201,,1,Lightning,,,,0.1,A,62.37686,-150.7452,14,MISSING/NOT SPECIFIED,AK,,,,7
379942,379943,,1997,1997-07-05,186,,1,Lightning,,,,0.1,A,62.13207,-145.8582,14,MISSING/NOT SPECIFIED,AK,,,,7
380007,380008,,1997,1997-06-05,156,,1,Lightning,,,,6.0,B,62.67961,-158.177,14,MISSING/NOT SPECIFIED,AK,,,,6
380008,380009,,1997,1997-06-09,160,,1,Lightning,,,,0.5,B,63.09655,-155.5684,14,MISSING/NOT SPECIFIED,AK,,,,6
380012,380013,,1997,1997-07-21,202,,1,Lightning,,,,1.0,B,59.81426,-158.0706,14,MISSING/NOT SPECIFIED,AK,,,,7
380013,380014,,1997,1997-07-25,206,,1,Lightning,,,,495.0,E,60.84726,-158.3262,14,MISSING/NOT SPECIFIED,AK,,,,7
380014,380015,,1997,1997-07-29,210,,1,Lightning,,,,191.0,D,61.59764,-155.1246,14,MISSING/NOT SPECIFIED,AK,,,,7
380015,380016,,1997,1997-07-30,211,,1,Lightning,,,,4.0,B,61.14103,-157.7539,14,MISSING/NOT SPECIFIED,AK,,,,7
380016,380017,,1997,1997-08-08,220,,1,Lightning,,,,45.0,C,63.30849,-155.5339,14,MISSING/NOT SPECIFIED,AK,,,,8
380095,380096,,1997,1997-06-13,164,,1,Lightning,,,,15.0,C,64.36639,-146.4891,14,MISSING/NOT SPECIFIED,AK,,,,6
